wavelength   n   k
4.962000e-01 2.572497e+00 2.914506e-02
4.962119e-01 2.572491e+00 2.914322e-02
4.962239e-01 2.572486e+00 2.914138e-02
4.962359e-01 2.572480e+00 2.913954e-02
4.962479e-01 2.572475e+00 2.913770e-02
4.962598e-01 2.572469e+00 2.913585e-02
4.962718e-01 2.572464e+00 2.913401e-02
4.962838e-01 2.572459e+00 2.913217e-02
4.962958e-01 2.572453e+00 2.913033e-02
4.963077e-01 2.572448e+00 2.912849e-02
4.963197e-01 2.572442e+00 2.912665e-02
4.963317e-01 2.572437e+00 2.912481e-02
4.963436e-01 2.572431e+00 2.912297e-02
4.963556e-01 2.572426e+00 2.912112e-02
4.963676e-01 2.572421e+00 2.911928e-02
4.963796e-01 2.572415e+00 2.911744e-02
4.963915e-01 2.572410e+00 2.911560e-02
4.964035e-01 2.572404e+00 2.911376e-02
4.964155e-01 2.572399e+00 2.911192e-02
4.964275e-01 2.572393e+00 2.911008e-02
4.964394e-01 2.572388e+00 2.910824e-02
4.964514e-01 2.572383e+00 2.910639e-02
4.964634e-01 2.572377e+00 2.910455e-02
4.964754e-01 2.572372e+00 2.910271e-02
4.964873e-01 2.572366e+00 2.910087e-02
4.964993e-01 2.572361e+00 2.909903e-02
4.965113e-01 2.572355e+00 2.909719e-02
4.965233e-01 2.572350e+00 2.909535e-02
4.965352e-01 2.572344e+00 2.909351e-02
4.965472e-01 2.572339e+00 2.909166e-02
4.965592e-01 2.572334e+00 2.908982e-02
4.965712e-01 2.572328e+00 2.908798e-02
4.965831e-01 2.572323e+00 2.908614e-02
4.965951e-01 2.572317e+00 2.908430e-02
4.966071e-01 2.572312e+00 2.908246e-02
4.966191e-01 2.572306e+00 2.908062e-02
4.966310e-01 2.572301e+00 2.907878e-02
4.966430e-01 2.572296e+00 2.907693e-02
4.966550e-01 2.572290e+00 2.907509e-02
4.966670e-01 2.572285e+00 2.907325e-02
4.966789e-01 2.572279e+00 2.907141e-02
4.966909e-01 2.572274e+00 2.906957e-02
4.967029e-01 2.572268e+00 2.906773e-02
4.967149e-01 2.572263e+00 2.906589e-02
4.967268e-01 2.572257e+00 2.906405e-02
4.967388e-01 2.572252e+00 2.906220e-02
4.967508e-01 2.572247e+00 2.906036e-02
4.967628e-01 2.572241e+00 2.905852e-02
4.967747e-01 2.572236e+00 2.905668e-02
4.967867e-01 2.572230e+00 2.905484e-02
4.967987e-01 2.572225e+00 2.905300e-02
4.968106e-01 2.572219e+00 2.905116e-02
4.968226e-01 2.572214e+00 2.904932e-02
4.968346e-01 2.572209e+00 2.904747e-02
4.968466e-01 2.572203e+00 2.904563e-02
4.968585e-01 2.572198e+00 2.904379e-02
4.968705e-01 2.572192e+00 2.904195e-02
4.968825e-01 2.572187e+00 2.904011e-02
4.968945e-01 2.572181e+00 2.903827e-02
4.969064e-01 2.572176e+00 2.903643e-02
4.969184e-01 2.572170e+00 2.903459e-02
4.969304e-01 2.572165e+00 2.903274e-02
4.969424e-01 2.572160e+00 2.903090e-02
4.969543e-01 2.572154e+00 2.902906e-02
4.969663e-01 2.572149e+00 2.902722e-02
4.969783e-01 2.572143e+00 2.902538e-02
4.969903e-01 2.572138e+00 2.902354e-02
4.970022e-01 2.572132e+00 2.902170e-02
4.970142e-01 2.572127e+00 2.901986e-02
4.970262e-01 2.572122e+00 2.901801e-02
4.970382e-01 2.572116e+00 2.901617e-02
4.970501e-01 2.572111e+00 2.901433e-02
4.970621e-01 2.572105e+00 2.901249e-02
4.970741e-01 2.572100e+00 2.901065e-02
4.970861e-01 2.572094e+00 2.900881e-02
4.970980e-01 2.572089e+00 2.900697e-02
4.971100e-01 2.572083e+00 2.900513e-02
4.971220e-01 2.572078e+00 2.900328e-02
4.971340e-01 2.572073e+00 2.900144e-02
4.971459e-01 2.572067e+00 2.899960e-02
4.971579e-01 2.572062e+00 2.899776e-02
4.971699e-01 2.572056e+00 2.899592e-02
4.971819e-01 2.572051e+00 2.899408e-02
4.971938e-01 2.572045e+00 2.899224e-02
4.972058e-01 2.572040e+00 2.899040e-02
4.972178e-01 2.572035e+00 2.898856e-02
4.972298e-01 2.572029e+00 2.898671e-02
4.972417e-01 2.572024e+00 2.898487e-02
4.972537e-01 2.572018e+00 2.898303e-02
4.972657e-01 2.572013e+00 2.898119e-02
4.972777e-01 2.572007e+00 2.897935e-02
4.972896e-01 2.572002e+00 2.897751e-02
4.973016e-01 2.571996e+00 2.897567e-02
4.973136e-01 2.571991e+00 2.897383e-02
4.973255e-01 2.571986e+00 2.897198e-02
4.973375e-01 2.571980e+00 2.897014e-02
4.973495e-01 2.571975e+00 2.896830e-02
4.973615e-01 2.571969e+00 2.896646e-02
4.973734e-01 2.571964e+00 2.896462e-02
4.973854e-01 2.571958e+00 2.896278e-02
4.973974e-01 2.571953e+00 2.896094e-02
4.974094e-01 2.571948e+00 2.895910e-02
4.974213e-01 2.571942e+00 2.895725e-02
4.974333e-01 2.571937e+00 2.895541e-02
4.974453e-01 2.571931e+00 2.895357e-02
4.974573e-01 2.571926e+00 2.895173e-02
4.974692e-01 2.571920e+00 2.894989e-02
4.974812e-01 2.571915e+00 2.894805e-02
4.974932e-01 2.571910e+00 2.894621e-02
4.975052e-01 2.571904e+00 2.894437e-02
4.975171e-01 2.571899e+00 2.894252e-02
4.975291e-01 2.571893e+00 2.894068e-02
4.975411e-01 2.571888e+00 2.893884e-02
4.975531e-01 2.571882e+00 2.893700e-02
4.975650e-01 2.571877e+00 2.893516e-02
4.975770e-01 2.571871e+00 2.893332e-02
4.975890e-01 2.571866e+00 2.893148e-02
4.976010e-01 2.571861e+00 2.892964e-02
4.976129e-01 2.571855e+00 2.892779e-02
4.976249e-01 2.571850e+00 2.892595e-02
4.976369e-01 2.571844e+00 2.892411e-02
4.976489e-01 2.571839e+00 2.892227e-02
4.976608e-01 2.571833e+00 2.892043e-02
4.976728e-01 2.571828e+00 2.891859e-02
4.976848e-01 2.571823e+00 2.891675e-02
4.976968e-01 2.571817e+00 2.891491e-02
4.977087e-01 2.571812e+00 2.891306e-02
4.977207e-01 2.571806e+00 2.891122e-02
4.977327e-01 2.571801e+00 2.890949e-02
4.977447e-01 2.571796e+00 2.890784e-02
4.977566e-01 2.571790e+00 2.890618e-02
4.977686e-01 2.571785e+00 2.890452e-02
4.977806e-01 2.571780e+00 2.890286e-02
4.977925e-01 2.571774e+00 2.890121e-02
4.978045e-01 2.571769e+00 2.889955e-02
4.978165e-01 2.571764e+00 2.889789e-02
4.978285e-01 2.571759e+00 2.889623e-02
4.978404e-01 2.571753e+00 2.889458e-02
4.978524e-01 2.571748e+00 2.889292e-02
4.978644e-01 2.571743e+00 2.889126e-02
4.978764e-01 2.571738e+00 2.888961e-02
4.978883e-01 2.571732e+00 2.888795e-02
4.979003e-01 2.571727e+00 2.888629e-02
4.979123e-01 2.571722e+00 2.888463e-02
4.979243e-01 2.571716e+00 2.888298e-02
4.979362e-01 2.571711e+00 2.888132e-02
4.979482e-01 2.571706e+00 2.887966e-02
4.979602e-01 2.571701e+00 2.887800e-02
4.979722e-01 2.571695e+00 2.887635e-02
4.979841e-01 2.571690e+00 2.887469e-02
4.979961e-01 2.571685e+00 2.887303e-02
4.980081e-01 2.571680e+00 2.887138e-02
4.980201e-01 2.571674e+00 2.886972e-02
4.980320e-01 2.571669e+00 2.886806e-02
4.980440e-01 2.571664e+00 2.886640e-02
4.980560e-01 2.571658e+00 2.886475e-02
4.980680e-01 2.571653e+00 2.886309e-02
4.980799e-01 2.571648e+00 2.886143e-02
4.980919e-01 2.571643e+00 2.885977e-02
4.981039e-01 2.571637e+00 2.885812e-02
4.981159e-01 2.571632e+00 2.885646e-02
4.981278e-01 2.571627e+00 2.885480e-02
4.981398e-01 2.571621e+00 2.885315e-02
4.981518e-01 2.571616e+00 2.885149e-02
4.981638e-01 2.571611e+00 2.884983e-02
4.981757e-01 2.571606e+00 2.884817e-02
4.981877e-01 2.571600e+00 2.884652e-02
4.981997e-01 2.571595e+00 2.884486e-02
4.982117e-01 2.571590e+00 2.884320e-02
4.982236e-01 2.571585e+00 2.884154e-02
4.982356e-01 2.571579e+00 2.883989e-02
4.982476e-01 2.571574e+00 2.883823e-02
4.982595e-01 2.571569e+00 2.883657e-02
4.982715e-01 2.571563e+00 2.883492e-02
4.982835e-01 2.571558e+00 2.883326e-02
4.982955e-01 2.571553e+00 2.883160e-02
4.983074e-01 2.571548e+00 2.882994e-02
4.983194e-01 2.571542e+00 2.882829e-02
4.983314e-01 2.571537e+00 2.882663e-02
4.983434e-01 2.571532e+00 2.882497e-02
4.983553e-01 2.571527e+00 2.882331e-02
4.983673e-01 2.571521e+00 2.882166e-02
4.983793e-01 2.571516e+00 2.882000e-02
4.983913e-01 2.571511e+00 2.881834e-02
4.984032e-01 2.571505e+00 2.881668e-02
4.984152e-01 2.571500e+00 2.881503e-02
4.984272e-01 2.571495e+00 2.881337e-02
4.984392e-01 2.571490e+00 2.881171e-02
4.984511e-01 2.571484e+00 2.881006e-02
4.984631e-01 2.571479e+00 2.880840e-02
4.984751e-01 2.571474e+00 2.880674e-02
4.984871e-01 2.571468e+00 2.880508e-02
4.984990e-01 2.571463e+00 2.880343e-02
4.985110e-01 2.571458e+00 2.880177e-02
4.985230e-01 2.571453e+00 2.880011e-02
4.985350e-01 2.571447e+00 2.879845e-02
4.985469e-01 2.571442e+00 2.879680e-02
4.985589e-01 2.571437e+00 2.879514e-02
4.985709e-01 2.571432e+00 2.879348e-02
4.985829e-01 2.571426e+00 2.879183e-02
4.985948e-01 2.571421e+00 2.879017e-02
4.986068e-01 2.571416e+00 2.878851e-02
4.986188e-01 2.571410e+00 2.878685e-02
4.986308e-01 2.571405e+00 2.878520e-02
4.986427e-01 2.571400e+00 2.878354e-02
4.986547e-01 2.571395e+00 2.878188e-02
4.986667e-01 2.571389e+00 2.878022e-02
4.986787e-01 2.571384e+00 2.877857e-02
4.986906e-01 2.571379e+00 2.877691e-02
4.987026e-01 2.571374e+00 2.877525e-02
4.987146e-01 2.571368e+00 2.877360e-02
4.987265e-01 2.571363e+00 2.877194e-02
4.987385e-01 2.571358e+00 2.877028e-02
4.987505e-01 2.571352e+00 2.876862e-02
4.987625e-01 2.571347e+00 2.876697e-02
4.987744e-01 2.571342e+00 2.876531e-02
4.987864e-01 2.571337e+00 2.876365e-02
4.987984e-01 2.571331e+00 2.876199e-02
4.988104e-01 2.571326e+00 2.876034e-02
4.988223e-01 2.571321e+00 2.875868e-02
4.988343e-01 2.571315e+00 2.875702e-02
4.988463e-01 2.571310e+00 2.875537e-02
4.988583e-01 2.571305e+00 2.875371e-02
4.988702e-01 2.571300e+00 2.875205e-02
4.988822e-01 2.571294e+00 2.875039e-02
4.988942e-01 2.571289e+00 2.874874e-02
4.989062e-01 2.571284e+00 2.874708e-02
4.989181e-01 2.571279e+00 2.874542e-02
4.989301e-01 2.571273e+00 2.874376e-02
4.989421e-01 2.571268e+00 2.874211e-02
4.989541e-01 2.571263e+00 2.874045e-02
4.989660e-01 2.571257e+00 2.873879e-02
4.989780e-01 2.571252e+00 2.873714e-02
4.989900e-01 2.571247e+00 2.873548e-02
4.990020e-01 2.571242e+00 2.873382e-02
4.990139e-01 2.571236e+00 2.873216e-02
4.990259e-01 2.571231e+00 2.873051e-02
4.990379e-01 2.571226e+00 2.872885e-02
4.990499e-01 2.571221e+00 2.872719e-02
4.990618e-01 2.571215e+00 2.872553e-02
4.990738e-01 2.571210e+00 2.872388e-02
4.990858e-01 2.571205e+00 2.872222e-02
4.990978e-01 2.571199e+00 2.872056e-02
4.991097e-01 2.571194e+00 2.871891e-02
4.991217e-01 2.571189e+00 2.871725e-02
4.991337e-01 2.571184e+00 2.871559e-02
4.991457e-01 2.571178e+00 2.871393e-02
4.991576e-01 2.571173e+00 2.871228e-02
4.991696e-01 2.571168e+00 2.871062e-02
4.991816e-01 2.571162e+00 2.870896e-02
4.991935e-01 2.571157e+00 2.870730e-02
4.992055e-01 2.571152e+00 2.870565e-02
4.992175e-01 2.571147e+00 2.870399e-02
4.992295e-01 2.571141e+00 2.870233e-02
4.992414e-01 2.571136e+00 2.870068e-02
4.992534e-01 2.571131e+00 2.869902e-02
4.992654e-01 2.571126e+00 2.869736e-02
4.992774e-01 2.571120e+00 2.869570e-02
4.992893e-01 2.571115e+00 2.869405e-02
4.993013e-01 2.571110e+00 2.869239e-02
4.993133e-01 2.571104e+00 2.869073e-02
4.993253e-01 2.571099e+00 2.868907e-02
4.993372e-01 2.571094e+00 2.868742e-02
4.993492e-01 2.571089e+00 2.868576e-02
4.993612e-01 2.571083e+00 2.868410e-02
4.993732e-01 2.571078e+00 2.868244e-02
4.993851e-01 2.571073e+00 2.868079e-02
4.993971e-01 2.571068e+00 2.867913e-02
4.994091e-01 2.571062e+00 2.867747e-02
4.994211e-01 2.571057e+00 2.867582e-02
4.994330e-01 2.571052e+00 2.867416e-02
4.994450e-01 2.571046e+00 2.867250e-02
4.994570e-01 2.571041e+00 2.867084e-02
4.994690e-01 2.571036e+00 2.866919e-02
4.994809e-01 2.571031e+00 2.866753e-02
4.994929e-01 2.571025e+00 2.866587e-02
4.995049e-01 2.571020e+00 2.866421e-02
4.995169e-01 2.571015e+00 2.866256e-02
4.995288e-01 2.571009e+00 2.866090e-02
4.995408e-01 2.571004e+00 2.865924e-02
4.995528e-01 2.570999e+00 2.865759e-02
4.995648e-01 2.570994e+00 2.865593e-02
4.995767e-01 2.570988e+00 2.865427e-02
4.995887e-01 2.570983e+00 2.865261e-02
4.996007e-01 2.570978e+00 2.865096e-02
4.996127e-01 2.570973e+00 2.864930e-02
4.996246e-01 2.570967e+00 2.864764e-02
4.996366e-01 2.570962e+00 2.864598e-02
4.996486e-01 2.570957e+00 2.864433e-02
4.996605e-01 2.570951e+00 2.864267e-02
4.996725e-01 2.570946e+00 2.864101e-02
4.996845e-01 2.570941e+00 2.863936e-02
4.996965e-01 2.570936e+00 2.863770e-02
4.997084e-01 2.570930e+00 2.863604e-02
4.997204e-01 2.570925e+00 2.863438e-02
4.997324e-01 2.570920e+00 2.863273e-02
4.997444e-01 2.570914e+00 2.863107e-02
4.997563e-01 2.570909e+00 2.862941e-02
4.997683e-01 2.570904e+00 2.862775e-02
4.997803e-01 2.570899e+00 2.862610e-02
4.997923e-01 2.570893e+00 2.862444e-02
4.998042e-01 2.570888e+00 2.862278e-02
4.998162e-01 2.570883e+00 2.862113e-02
4.998282e-01 2.570878e+00 2.861947e-02
4.998402e-01 2.570872e+00 2.861781e-02
4.998521e-01 2.570867e+00 2.861615e-02
4.998641e-01 2.570862e+00 2.861450e-02
4.998761e-01 2.570856e+00 2.861284e-02
4.998881e-01 2.570851e+00 2.861118e-02
4.999000e-01 2.570846e+00 2.860952e-02
4.999120e-01 2.570841e+00 2.860787e-02
4.999240e-01 2.570835e+00 2.860621e-02
4.999360e-01 2.570830e+00 2.860455e-02
4.999479e-01 2.570825e+00 2.860290e-02
4.999599e-01 2.570820e+00 2.860124e-02
4.999719e-01 2.570814e+00 2.859958e-02
4.999839e-01 2.570809e+00 2.859792e-02
4.999958e-01 2.570804e+00 2.859627e-02
5.000078e-01 2.570798e+00 2.859461e-02
5.000198e-01 2.570793e+00 2.859295e-02
5.000318e-01 2.570788e+00 2.859129e-02
5.000437e-01 2.570783e+00 2.858964e-02
5.000557e-01 2.570777e+00 2.858798e-02
5.000677e-01 2.570772e+00 2.858632e-02
5.000797e-01 2.570767e+00 2.858467e-02
5.000916e-01 2.570761e+00 2.858301e-02
5.001036e-01 2.570756e+00 2.858135e-02
5.001156e-01 2.570751e+00 2.857969e-02
5.001275e-01 2.570746e+00 2.857804e-02
5.001395e-01 2.570740e+00 2.857638e-02
5.001515e-01 2.570735e+00 2.857472e-02
5.001635e-01 2.570730e+00 2.857306e-02
5.001754e-01 2.570725e+00 2.857141e-02
5.001874e-01 2.570719e+00 2.856975e-02
5.001994e-01 2.570714e+00 2.856809e-02
5.002114e-01 2.570709e+00 2.856644e-02
5.002233e-01 2.570703e+00 2.856478e-02
5.002353e-01 2.570698e+00 2.856312e-02
5.002473e-01 2.570693e+00 2.856146e-02
5.002593e-01 2.570688e+00 2.855981e-02
5.002712e-01 2.570682e+00 2.855815e-02
5.002832e-01 2.570677e+00 2.855649e-02
5.002952e-01 2.570672e+00 2.855483e-02
5.003072e-01 2.570667e+00 2.855318e-02
5.003191e-01 2.570661e+00 2.855152e-02
5.003311e-01 2.570656e+00 2.854986e-02
5.003431e-01 2.570651e+00 2.854821e-02
5.003551e-01 2.570645e+00 2.854655e-02
5.003670e-01 2.570640e+00 2.854489e-02
5.003790e-01 2.570635e+00 2.854323e-02
5.003910e-01 2.570630e+00 2.854158e-02
5.004030e-01 2.570624e+00 2.853992e-02
5.004149e-01 2.570619e+00 2.853826e-02
5.004269e-01 2.570614e+00 2.853660e-02
5.004389e-01 2.570608e+00 2.853495e-02
5.004509e-01 2.570603e+00 2.853329e-02
5.004628e-01 2.570598e+00 2.853163e-02
5.004748e-01 2.570593e+00 2.852997e-02
5.004868e-01 2.570587e+00 2.852832e-02
5.004988e-01 2.570582e+00 2.852666e-02
5.005107e-01 2.570577e+00 2.852500e-02
5.005227e-01 2.570572e+00 2.852335e-02
5.005347e-01 2.570566e+00 2.852169e-02
5.005467e-01 2.570561e+00 2.852003e-02
5.005586e-01 2.570556e+00 2.851837e-02
5.005706e-01 2.570550e+00 2.851672e-02
5.005826e-01 2.570545e+00 2.851506e-02
5.005945e-01 2.570540e+00 2.851340e-02
5.006065e-01 2.570535e+00 2.851174e-02
5.006185e-01 2.570529e+00 2.851009e-02
5.006305e-01 2.570524e+00 2.850843e-02
5.006424e-01 2.570519e+00 2.850677e-02
5.006544e-01 2.570514e+00 2.850512e-02
5.006664e-01 2.570508e+00 2.850346e-02
5.006784e-01 2.570503e+00 2.850180e-02
5.006903e-01 2.570498e+00 2.850014e-02
5.007023e-01 2.570492e+00 2.849849e-02
5.007143e-01 2.570487e+00 2.849683e-02
5.007263e-01 2.570482e+00 2.849517e-02
5.007382e-01 2.570477e+00 2.849351e-02
5.007502e-01 2.570471e+00 2.849186e-02
5.007622e-01 2.570466e+00 2.849020e-02
5.007742e-01 2.570461e+00 2.848854e-02
5.007861e-01 2.570455e+00 2.848689e-02
5.007981e-01 2.570450e+00 2.848523e-02
5.008101e-01 2.570445e+00 2.848357e-02
5.008221e-01 2.570440e+00 2.848191e-02
5.008340e-01 2.570434e+00 2.848026e-02
5.008460e-01 2.570429e+00 2.847860e-02
5.008580e-01 2.570424e+00 2.847694e-02
5.008700e-01 2.570419e+00 2.847528e-02
5.008819e-01 2.570413e+00 2.847363e-02
5.008939e-01 2.570408e+00 2.847197e-02
5.009059e-01 2.570403e+00 2.847031e-02
5.009179e-01 2.570397e+00 2.846866e-02
5.009298e-01 2.570392e+00 2.846700e-02
5.009418e-01 2.570387e+00 2.846534e-02
5.009538e-01 2.570382e+00 2.846368e-02
5.009658e-01 2.570376e+00 2.846203e-02
5.009777e-01 2.570371e+00 2.846037e-02
5.009897e-01 2.570366e+00 2.845871e-02
5.010017e-01 2.570361e+00 2.845705e-02
5.010137e-01 2.570355e+00 2.845540e-02
5.010256e-01 2.570350e+00 2.845374e-02
5.010376e-01 2.570345e+00 2.845208e-02
5.010496e-01 2.570339e+00 2.845043e-02
5.010615e-01 2.570334e+00 2.844877e-02
5.010735e-01 2.570329e+00 2.844711e-02
5.010855e-01 2.570324e+00 2.844545e-02
5.010975e-01 2.570318e+00 2.844380e-02
5.011094e-01 2.570313e+00 2.844214e-02
5.011214e-01 2.570308e+00 2.844048e-02
5.011334e-01 2.570302e+00 2.843882e-02
5.011454e-01 2.570297e+00 2.843717e-02
5.011573e-01 2.570292e+00 2.843551e-02
5.011693e-01 2.570287e+00 2.843385e-02
5.011813e-01 2.570281e+00 2.843220e-02
5.011933e-01 2.570276e+00 2.843054e-02
5.012052e-01 2.570271e+00 2.842888e-02
5.012172e-01 2.570266e+00 2.842722e-02
5.012292e-01 2.570260e+00 2.842557e-02
5.012412e-01 2.570255e+00 2.842391e-02
5.012531e-01 2.570250e+00 2.842225e-02
5.012651e-01 2.570244e+00 2.842059e-02
5.012771e-01 2.570239e+00 2.841894e-02
5.012891e-01 2.570234e+00 2.841728e-02
5.013010e-01 2.570229e+00 2.841562e-02
5.013130e-01 2.570223e+00 2.841397e-02
5.013250e-01 2.570218e+00 2.841231e-02
5.013370e-01 2.570213e+00 2.841065e-02
5.013489e-01 2.570208e+00 2.840899e-02
5.013609e-01 2.570202e+00 2.840734e-02
5.013729e-01 2.570197e+00 2.840568e-02
5.013849e-01 2.570192e+00 2.840402e-02
5.013968e-01 2.570186e+00 2.840236e-02
5.014088e-01 2.570181e+00 2.840071e-02
5.014208e-01 2.570176e+00 2.839905e-02
5.014328e-01 2.570171e+00 2.839739e-02
5.014447e-01 2.570165e+00 2.839573e-02
5.014567e-01 2.570160e+00 2.839408e-02
5.014687e-01 2.570155e+00 2.839242e-02
5.014807e-01 2.570149e+00 2.839076e-02
5.014926e-01 2.570144e+00 2.838911e-02
5.015046e-01 2.570139e+00 2.838745e-02
5.015166e-01 2.570134e+00 2.838579e-02
5.015286e-01 2.570128e+00 2.838413e-02
5.015405e-01 2.570123e+00 2.838248e-02
5.015525e-01 2.570118e+00 2.838082e-02
5.015645e-01 2.570113e+00 2.837916e-02
5.015764e-01 2.570107e+00 2.837750e-02
5.015884e-01 2.570102e+00 2.837585e-02
5.016004e-01 2.570097e+00 2.837419e-02
5.016124e-01 2.570091e+00 2.837253e-02
5.016243e-01 2.570086e+00 2.837088e-02
5.016363e-01 2.570081e+00 2.836922e-02
5.016483e-01 2.570076e+00 2.836756e-02
5.016603e-01 2.570070e+00 2.836590e-02
5.016722e-01 2.570065e+00 2.836425e-02
5.016842e-01 2.570060e+00 2.836259e-02
5.016962e-01 2.570054e+00 2.836093e-02
5.017082e-01 2.570049e+00 2.835927e-02
5.017201e-01 2.570044e+00 2.835762e-02
5.017321e-01 2.570039e+00 2.835596e-02
5.017441e-01 2.570033e+00 2.835430e-02
5.017561e-01 2.570028e+00 2.835265e-02
5.017680e-01 2.570023e+00 2.835099e-02
5.017800e-01 2.570018e+00 2.834933e-02
5.017920e-01 2.570012e+00 2.834767e-02
5.018040e-01 2.570007e+00 2.834602e-02
5.018159e-01 2.570002e+00 2.834436e-02
5.018279e-01 2.569996e+00 2.834270e-02
5.018399e-01 2.569991e+00 2.834104e-02
5.018519e-01 2.569986e+00 2.833939e-02
5.018638e-01 2.569981e+00 2.833773e-02
5.018758e-01 2.569975e+00 2.833607e-02
5.018878e-01 2.569970e+00 2.833442e-02
5.018998e-01 2.569965e+00 2.833276e-02
5.019117e-01 2.569960e+00 2.833110e-02
5.019237e-01 2.569954e+00 2.832944e-02
5.019357e-01 2.569949e+00 2.832779e-02
5.019477e-01 2.569944e+00 2.832613e-02
5.019596e-01 2.569938e+00 2.832447e-02
5.019716e-01 2.569933e+00 2.832281e-02
5.019836e-01 2.569928e+00 2.832116e-02
5.019956e-01 2.569923e+00 2.831950e-02
5.020075e-01 2.569917e+00 2.831784e-02
5.020195e-01 2.569912e+00 2.831619e-02
5.020315e-01 2.569907e+00 2.831453e-02
5.020434e-01 2.569901e+00 2.831287e-02
5.020554e-01 2.569896e+00 2.831121e-02
5.020674e-01 2.569891e+00 2.830956e-02
5.020794e-01 2.569886e+00 2.830790e-02
5.020913e-01 2.569880e+00 2.830624e-02
5.021033e-01 2.569875e+00 2.830458e-02
5.021153e-01 2.569870e+00 2.830293e-02
5.021273e-01 2.569865e+00 2.830127e-02
5.021392e-01 2.569859e+00 2.829961e-02
5.021512e-01 2.569854e+00 2.829796e-02
5.021632e-01 2.569849e+00 2.829630e-02
5.021752e-01 2.569843e+00 2.829464e-02
5.021871e-01 2.569838e+00 2.829298e-02
5.021991e-01 2.569833e+00 2.829133e-02
5.022111e-01 2.569828e+00 2.828967e-02
5.022231e-01 2.569822e+00 2.828801e-02
5.022350e-01 2.569817e+00 2.828635e-02
5.022470e-01 2.569812e+00 2.828470e-02
5.022590e-01 2.569807e+00 2.828304e-02
5.022710e-01 2.569801e+00 2.828138e-02
5.022829e-01 2.569796e+00 2.827973e-02
5.022949e-01 2.569791e+00 2.827807e-02
5.023069e-01 2.569785e+00 2.827641e-02
5.023189e-01 2.569780e+00 2.827475e-02
5.023308e-01 2.569775e+00 2.827310e-02
5.023428e-01 2.569770e+00 2.827144e-02
5.023548e-01 2.569764e+00 2.826978e-02
5.023668e-01 2.569759e+00 2.826812e-02
5.023787e-01 2.569754e+00 2.826647e-02
5.023907e-01 2.569748e+00 2.826481e-02
5.024027e-01 2.569743e+00 2.826315e-02
5.024147e-01 2.569738e+00 2.826149e-02
5.024266e-01 2.569733e+00 2.825984e-02
5.024386e-01 2.569727e+00 2.825818e-02
5.024506e-01 2.569722e+00 2.825652e-02
5.024626e-01 2.569717e+00 2.825487e-02
5.024745e-01 2.569712e+00 2.825321e-02
5.024865e-01 2.569706e+00 2.825155e-02
5.024985e-01 2.569701e+00 2.824989e-02
5.025104e-01 2.569696e+00 2.824824e-02
5.025224e-01 2.569690e+00 2.824658e-02
5.025344e-01 2.569685e+00 2.824492e-02
5.025464e-01 2.569680e+00 2.824326e-02
5.025583e-01 2.569675e+00 2.824161e-02
5.025703e-01 2.569669e+00 2.823995e-02
5.025823e-01 2.569664e+00 2.823829e-02
5.025943e-01 2.569659e+00 2.823664e-02
5.026062e-01 2.569654e+00 2.823498e-02
5.026182e-01 2.569648e+00 2.823332e-02
5.026302e-01 2.569643e+00 2.823166e-02
5.026422e-01 2.569638e+00 2.823001e-02
5.026541e-01 2.569632e+00 2.822835e-02
5.026661e-01 2.569627e+00 2.822669e-02
5.026781e-01 2.569622e+00 2.822503e-02
5.026901e-01 2.569617e+00 2.822338e-02
5.027020e-01 2.569611e+00 2.822172e-02
5.027140e-01 2.569606e+00 2.822006e-02
5.027260e-01 2.569601e+00 2.821841e-02
5.027380e-01 2.569595e+00 2.821675e-02
5.027499e-01 2.569590e+00 2.821509e-02
5.027619e-01 2.569585e+00 2.821343e-02
5.027739e-01 2.569580e+00 2.821178e-02
5.027859e-01 2.569574e+00 2.821012e-02
5.027978e-01 2.569569e+00 2.820846e-02
5.028098e-01 2.569564e+00 2.820680e-02
5.028218e-01 2.569559e+00 2.820515e-02
5.028338e-01 2.569553e+00 2.820349e-02
5.028457e-01 2.569548e+00 2.820183e-02
5.028577e-01 2.569543e+00 2.820018e-02
5.028697e-01 2.569537e+00 2.819852e-02
5.028817e-01 2.569532e+00 2.819686e-02
5.028936e-01 2.569527e+00 2.819520e-02
5.029056e-01 2.569522e+00 2.819355e-02
5.029176e-01 2.569516e+00 2.819189e-02
5.029296e-01 2.569511e+00 2.819023e-02
5.029415e-01 2.569506e+00 2.818857e-02
5.029535e-01 2.569501e+00 2.818692e-02
5.029655e-01 2.569495e+00 2.818526e-02
5.029774e-01 2.569490e+00 2.818360e-02
5.029894e-01 2.569485e+00 2.818195e-02
5.030014e-01 2.569479e+00 2.818029e-02
5.030134e-01 2.569474e+00 2.817863e-02
5.030253e-01 2.569469e+00 2.817697e-02
5.030373e-01 2.569464e+00 2.817532e-02
5.030493e-01 2.569458e+00 2.817366e-02
